kidsdriv,age,homekids,yoj,income,parent1,home_val,mstatus,gender,education,occupation,travtime,car_use,bluebook,tif,car_type,red_car,oldclaim,clm_freq,revoked,mvr_pts,clm_amt,car_age,claim_flag,urbanicity
0,52.0,0,12.0,70293.0,No,271091.0,Yes,F,Bachelors,Professional,34,Private,33440.0,7,Pickup,no,0.0,0,No,0,0.0,6.0,0,Highly Urban/ Urban
0,38.0,1,9.0,34319.0,No,202323.0,Yes,F,High School,Clerical,48,Private,13460.0,4,Minivan,no,0.0,0,No,1,0.0,1.0,0,Highly Urban/ Urban
0,43.0,0,13.0,22623.0,No,184773.0,Yes,M,High School,Professional,15,Private,8060.0,1,Pickup,yes,0.0,0,No,2,46858.0,1.0,1,Highly Urban/ Urban
0,40.0,1,13.0,79715.0,Yes,0.0,No,F,Bachelors,Clerical,6,Private,23140.0,10,Minivan,no,0.0,0,No,0,0.0,7.0,0,Highly Urban/ Urban
0,54.0,0,16.0,19961.0,No,69660.0,Yes,F,High School,Home Maker,36,Private,3500.0,5,Sports Car,no,0.0,0,No,0,0.0,3.0,0,Highly Rural/ Rural
0,51.0,0,12.0,40760.0,No,186223.0,No,M,Bachelors,Professional,24,Private,11880.0,1,Pickup,no,0.0,0,No,0,2058.0,8.0,1,Highly Urban/ Urban
0,27.0,2,11.0,68493.0,Yes,217494.0,No,M,Bachelors,Blue Collar,22,Commercial,20180.0,1,Van,no,0.0,0,No,0,1958.0,5.0,1,Highly Urban/ Urban
0,56.0,0,12.0,278.0,No,91930.0,Yes,F,High School,Student,58,Commercial,26150.0,1,Pickup,no,49641.0,2,No,0,0.0,8.0,0,Highly Urban/ Urban
0,48.0,0,8.0,137411.0,No,391680.0,No,M,Bachelors,Blue Collar,22,Commercial,11940.0,10,Pickup,yes,0.0,0,No,0,0.0,4.0,0,Highly Urban/ Urban
0,47.0,0,,44963.0,No,160317.0,Yes,M,Masters,Lawyer,33,Private,11610.0,5,Minivan,yes,0.0,0,No,5,0.0,14.0,0,Highly Rural/ Rural
0,38.0,0,10.0,28409.0,No,0.0,No,M,High School,Clerical,27,Commercial,8140.0,10,Pickup,yes,0.0,0,No,1,0.0,7.0,0,Highly Rural/ Rural
0,27.0,3,9.0,69794.0,Yes,0.0,No,F,Bachelors,Professional,24,Private,14660.0,4,SUV,no,2848.0,1,No,3,4313.0,6.0,1,Highly Urban/ Urban
0,33.0,1,11.0,25544.0,Yes,0.0,No,F,<High School,Blue Collar,29,Private,4050.0,1,Sports Car,no,3971.0,2,No,0,1736.0,1.0,1,Highly Urban/ Urban
1,42.0,2,15.0,85408.0,No,274402.0,Yes,F,High School,Blue Collar,32,Commercial,20170.0,10,Minivan,no,697.0,2,No,0,4257.0,8.0,1,Highly Urban/ Urban
0,55.0,0,11.0,3865.0,No,0.0,No,F,<High School,Home Maker,27,Private,16600.0,1,SUV,no,6089.0,2,Yes,0,3492.0,1.0,1,Highly Urban/ Urban
0,50.0,0,13.0,94589.0,No,276150.0,Yes,M,<High School,Blue Collar,8,Private,6500.0,11,Minivan,no,0.0,0,No,2,1413.0,1.0,1,Highly Urban/ Urban
0,48.0,0,10.0,116063.0,No,346587.0,No,M,Bachelors,Manager,48,Commercial,8370.0,6,Pickup,yes,0.0,0,No,1,0.0,8.0,0,Highly Urban/ Urban
0,33.0,1,0.0,0.0,No,99663.0,Yes,F,High School,Home Maker,41,Private,11980.0,1,SUV,no,0.0,0,No,0,0.0,9.0,0,Highly Rural/ Rural
0,53.0,0,12.0,16536.0,No,133204.0,Yes,F,Bachelors,Home Maker,24,Private,3150.0,3,SUV,no,1335.0,2,No,0,0.0,6.0,0,Highly Urban/ Urban
0,58.0,0,0.0,0.0,No,111793.0,Yes,F,Bachelors,Home Maker,29,Private,8650.0,4,SUV,no,5240.0,4,No,0,0.0,12.0,0,Highly Urban/ Urban
0,43.0,0,7.0,58112.0,No,0.0,No,M,Bachelors,Clerical,34,Private,1500.0,4,Minivan,yes,0.0,0,No,2,0.0,11.0,0,Highly Rural/ Rural
0,49.0,0,12.0,66972.0,No,0.0,No,M,High School,Professional,17,Private,24760.0,10,Minivan,yes,6813.0,5,No,0,0.0,8.0,0,Highly Urban/ Urban
0,40.0,2,13.0,50537.0,No,193855.0,Yes,F,High School,Blue Collar,39,Commercial,28960.0,1,Van,no,1613.0,1,No,2,1036.0,8.0,1,Highly Urban/ Urban
0,54.0,0,12.0,65298.0,No,213225.0,Yes,F,High School,Clerical,5,Private,8030.0,17,SUV,no,4528.0,3,No,5,3722.0,1.0,1,Highly Urban/ Urban
0,38.0,2,11.0,282292.0,Yes,,No,M,PhD,Lawyer,40,Private,33530.0,4,Minivan,no,0.0,0,No,4,0.0,17.0,0,Highly Rural/ Rural
0,49.0,0,13.0,83569.0,No,249804.0,Yes,M,Bachelors,Manager,23,Private,6500.0,1,Pickup,no,44932.0,1,Yes,0,0.0,7.0,0,Highly Urban/ Urban
0,39.0,0,6.0,,No,0.0,No,F,Masters,Lawyer,51,Private,12880.0,3,Minivan,no,0.0,0,Yes,0,6827.0,,1,Highly Rural/ Rural
1,37.0,2,9.0,54349.0,No,212419.0,Yes,F,High School,Manager,28,Private,10630.0,13,SUV,no,1381.0,1,No,4,0.0,11.0,0,Highly Urban/ Urban
0,27.0,4,13.0,50139.0,No,167990.0,Yes,F,High School,Blue Collar,22,Private,9210.0,1,SUV,no,1271.0,2,No,3,1842.0,1.0,1,Highly Urban/ Urban
0,48.0,0,14.0,74597.0,No,300560.0,Yes,M,Bachelors,Blue Collar,25,Commercial,15730.0,4,Minivan,no,0.0,0,No,0,0.0,1.0,0,Highly Rural/ Rural
0,47.0,0,,92543.0,No,236446.0,Yes,M,Masters,,52,Commercial,25250.0,6,Panel Truck,no,30450.0,2,Yes,4,8798.0,9.0,1,Highly Urban/ Urban
1,38.0,2,13.0,15755.0,No,112616.0,Yes,F,<High School,Blue Collar,32,Commercial,14440.0,4,Minivan,no,1413.0,1,No,0,0.0,1.0,0,Highly Rural/ Rural
0,44.0,0,12.0,,No,0.0,No,F,High School,Blue Collar,32,Commercial,10770.0,1,SUV,no,0.0,0,No,2,0.0,8.0,0,Highly Urban/ Urban
0,44.0,2,7.0,20324.0,No,147038.0,Yes,F,High School,Clerical,20,Private,10280.0,1,Sports Car,no,0.0,0,No,0,0.0,1.0,0,Highly Rural/ Rural
0,46.0,0,12.0,5420.0,No,0.0,No,M,<High School,Student,29,Private,12780.0,1,Minivan,no,0.0,0,No,3,0.0,5.0,0,Highly Rural/ Rural
0,50.0,0,11.0,109786.0,No,348666.0,Yes,F,High School,Professional,35,Private,9440.0,1,Minivan,no,0.0,0,No,0,0.0,8.0,0,Highly Urban/ Urban
2,37.0,3,11.0,159092.0,No,382687.0,Yes,M,Bachelors,Blue Collar,29,Private,15050.0,6,Minivan,yes,1927.0,3,No,0,0.0,8.0,0,Highly Rural/ Rural
0,24.0,1,13.0,23109.0,No,93445.0,Yes,F,Bachelors,Clerical,34,Private,6210.0,14,SUV,yes,5876.0,1,No,2,0.0,13.0,0,Highly Urban/ Urban
0,37.0,0,6.0,53895.0,No,161774.0,Yes,M,Bachelors,Clerical,44,Commercial,11250.0,17,Pickup,no,0.0,0,No,0,5636.0,11.0,1,Highly Urban/ Urban
0,38.0,2,14.0,,No,152554.0,Yes,F,High School,Clerical,41,Private,9450.0,6,SUV,no,1584.0,3,No,0,0.0,7.0,0,Highly Urban/ Urban
0,43.0,2,12.0,60973.0,Yes,0.0,No,F,Bachelors,Blue Collar,56,Commercial,5800.0,1,Sports Car,no,0.0,0,Yes,1,3414.0,8.0,1,Highly Urban/ Urban
0,46.0,0,8.0,,No,162243.0,Yes,F,High School,Blue Collar,17,Commercial,10990.0,4,SUV,no,0.0,0,No,0,0.0,9.0,0,Highly Urban/ Urban
0,36.0,0,10.0,85731.0,No,0.0,No,F,Bachelors,Blue Collar,13,Commercial,21660.0,10,Pickup,no,4002.0,2,No,1,7161.0,3.0,1,Highly Urban/ Urban
0,50.0,0,12.0,34703.0,No,162958.0,No,M,High School,Blue Collar,31,Commercial,9970.0,10,Minivan,no,651.0,3,No,2,0.0,6.0,0,Highly Urban/ Urban
0,31.0,0,3.0,57017.0,No,202880.0,No,M,Masters,,45,Private,10870.0,6,Pickup,yes,0.0,0,No,0,0.0,14.0,0,Highly Urban/ Urban
0,47.0,0,0.0,0.0,No,0.0,Yes,M,High School,Student,35,Commercial,11610.0,7,Pickup,yes,19545.0,1,Yes,0,26305.0,1.0,1,Highly Rural/ Rural
1,42.0,2,11.0,14166.0,Yes,0.0,No,F,<High School,Student,36,Private,23280.0,6,Minivan,no,0.0,0,No,3,5717.0,5.0,1,Highly Urban/ Urban
0,44.0,2,9.0,66069.0,Yes,,No,M,Bachelors,Manager,19,Commercial,22700.0,9,Panel Truck,yes,5117.0,2,No,3,0.0,12.0,0,Highly Urban/ Urban
0,59.0,0,0.0,0.0,No,113739.0,Yes,F,Bachelors,Home Maker,52,Private,11480.0,10,SUV,no,0.0,0,Yes,2,0.0,12.0,0,Highly Rural/ Rural
0,40.0,2,15.0,36846.0,No,138850.0,Yes,M,PhD,Manager,65,Private,9180.0,7,Pickup,no,2743.0,1,No,3,0.0,1.0,0,Highly Urban/ Urban
0,31.0,2,0.0,0.0,No,0.0,Yes,F,<High School,Student,48,Private,7740.0,4,Sports Car,no,7323.0,1,No,7,4306.0,1.0,1,Highly Urban/ Urban
0,40.0,0,11.0,164807.0,No,0.0,No,M,PhD,Doctor,22,Private,5500.0,1,Pickup,yes,0.0,0,No,0,0.0,17.0,0,Highly Urban/ Urban
2,36.0,2,0.0,0.0,No,110346.0,Yes,F,High School,Home Maker,28,Private,5100.0,4,Minivan,no,39425.0,3,Yes,1,1813.0,9.0,1,Highly Urban/ Urban
0,54.0,0,12.0,77267.0,No,0.0,No,F,Bachelors,Manager,14,Private,14630.0,1,SUV,no,8395.0,2,No,0,0.0,9.0,0,Highly Urban/ Urban
0,45.0,0,11.0,,No,276390.0,Yes,M,Masters,Lawyer,11,Private,14060.0,1,Minivan,yes,0.0,0,No,0,0.0,9.0,0,Highly Urban/ Urban
0,58.0,0,0.0,0.0,No,0.0,Yes,M,High School,Student,29,Commercial,7300.0,4,Pickup,yes,3485.0,3,No,8,0.0,1.0,0,Highly Rural/ Rural
0,39.0,0,0.0,0.0,No,0.0,No,F,High School,Student,53,Commercial,5500.0,1,Sports Car,no,0.0,0,No,0,0.0,8.0,0,Highly Rural/ Rural
0,46.0,0,12.0,3929.0,No,69208.0,Yes,F,PhD,Home Maker,56,Private,1500.0,6,SUV,no,0.0,0,No,2,0.0,18.0,0,Highly Rural/ Rural
0,32.0,4,14.0,2270.0,No,,Yes,M,<High School,Student,41,Private,1730.0,1,Minivan,yes,0.0,0,Yes,1,0.0,8.0,0,Highly Urban/ Urban
1,57.0,2,0.0,0.0,No,0.0,Yes,M,High School,Student,29,Private,9240.0,1,Pickup,yes,8336.0,2,Yes,5,2463.0,1.0,1,Highly Urban/ Urban
0,47.0,0,15.0,91221.0,No,263877.0,Yes,F,Bachelors,Blue Collar,31,Commercial,1500.0,4,Sports Car,no,5385.0,2,No,2,465.0,7.0,1,Highly Urban/ Urban
0,44.0,2,12.0,6035.0,Yes,0.0,No,M,<High School,Student,29,Private,6500.0,10,Pickup,yes,23949.0,1,Yes,6,0.0,1.0,0,Highly Urban/ Urban
0,44.0,0,10.0,146338.0,No,0.0,No,M,Masters,,21,Commercial,22620.0,1,Panel Truck,no,37211.0,3,Yes,3,5016.0,10.0,1,Highly Urban/ Urban
1,46.0,0,8.0,109874.0,No,319629.0,Yes,M,Bachelors,Blue Collar,72,Private,19450.0,6,SUV,no,0.0,0,No,2,0.0,6.0,0,Highly Urban/ Urban
0,55.0,0,8.0,245498.0,No,0.0,No,M,PhD,,13,Commercial,33790.0,1,Panel Truck,yes,7531.0,2,No,1,0.0,18.0,0,Highly Urban/ Urban
0,52.0,0,13.0,255823.0,No,0.0,No,F,PhD,Manager,54,Commercial,47030.0,6,Panel Truck,no,0.0,0,No,3,0.0,,0,Highly Urban/ Urban
0,43.0,2,7.0,33703.0,No,87190.0,Yes,F,PhD,Home Maker,5,Private,19010.0,1,SUV,no,1159.0,3,No,0,0.0,9.0,0,Highly Urban/ Urban
0,52.0,0,11.0,12363.0,No,,Yes,M,<High School,Clerical,42,Private,2740.0,13,Minivan,no,0.0,0,Yes,0,0.0,1.0,0,Highly Urban/ Urban
0,51.0,0,10.0,8900.0,No,80818.0,Yes,F,High School,Home Maker,65,Private,11600.0,1,Minivan,no,0.0,0,No,1,0.0,1.0,0,Highly Rural/ Rural
0,47.0,0,12.0,47235.0,No,205801.0,No,M,High School,Blue Collar,27,Private,10920.0,4,Pickup,yes,9933.0,2,No,2,3354.0,1.0,1,Highly Urban/ Urban
0,52.0,0,10.0,27019.0,No,142929.0,No,F,Bachelors,Professional,59,Private,9400.0,16,Sports Car,no,0.0,0,No,1,0.0,13.0,0,Highly Rural/ Rural
0,34.0,2,0.0,0.0,Yes,0.0,No,F,High School,Student,22,Private,11520.0,9,SUV,no,0.0,0,Yes,0,0.0,9.0,0,Highly Urban/ Urban
0,41.0,0,10.0,198600.0,No,460196.0,Yes,F,PhD,Manager,5,Private,19480.0,6,SUV,no,0.0,0,No,2,0.0,12.0,0,Highly Urban/ Urban
0,48.0,0,10.0,7302.0,No,,No,F,<High School,Student,27,Private,7030.0,10,SUV,no,3564.0,1,No,3,5911.0,1.0,1,Highly Urban/ Urban
0,67.0,0,15.0,2558.0,No,0.0,Yes,M,High School,Student,41,Commercial,1500.0,1,SUV,yes,0.0,0,No,2,0.0,1.0,0,Highly Urban/ Urban
0,43.0,0,14.0,30037.0,No,166871.0,Yes,M,<High School,Blue Collar,5,Private,11920.0,3,Pickup,yes,25664.0,3,Yes,3,0.0,1.0,0,Highly Urban/ Urban
0,36.0,3,15.0,79457.0,Yes,213122.0,No,F,Bachelors,Professional,34,Private,5100.0,1,SUV,no,0.0,0,No,1,1368.0,8.0,1,Highly Urban/ Urban
0,58.0,0,14.0,37991.0,No,,No,F,High School,Manager,23,Private,14000.0,4,Sports Car,no,0.0,0,Yes,2,3998.0,1.0,1,Highly Urban/ Urban
0,37.0,1,12.0,64020.0,Yes,0.0,No,F,Bachelors,Professional,42,Private,15620.0,4,Minivan,no,0.0,0,No,1,0.0,10.0,0,Highly Urban/ Urban
0,44.0,0,11.0,108412.0,No,0.0,No,M,PhD,Doctor,47,Private,1500.0,1,Minivan,no,7859.0,1,No,0,0.0,18.0,0,Highly Urban/ Urban
0,51.0,0,7.0,94082.0,No,255867.0,Yes,M,Bachelors,Manager,57,Private,15140.0,9,Minivan,yes,0.0,0,No,2,0.0,9.0,0,Highly Urban/ Urban
0,28.0,2,9.0,54005.0,No,164212.0,Yes,F,Bachelors,Blue Collar,46,Commercial,1500.0,1,Sports Car,no,0.0,0,No,0,0.0,7.0,0,Highly Rural/ Rural
0,50.0,0,12.0,26748.0,No,122059.0,No,M,<High School,Blue Collar,25,Commercial,31770.0,6,Panel Truck,no,7808.0,3,No,2,0.0,6.0,0,Highly Urban/ Urban
0,44.0,0,12.0,92673.0,No,294311.0,Yes,M,Masters,,20,Commercial,11020.0,10,Pickup,no,0.0,0,No,2,0.0,14.0,0,Highly Urban/ Urban
0,52.0,0,15.0,88691.0,No,279497.0,Yes,M,Bachelors,Blue Collar,40,Private,18200.0,4,Van,yes,1261.0,4,No,2,0.0,10.0,0,Highly Urban/ Urban
0,41.0,0,13.0,104652.0,No,277713.0,Yes,M,Masters,Professional,25,Commercial,24660.0,9,Panel Truck,yes,0.0,0,No,0,0.0,9.0,0,Highly Urban/ Urban
0,42.0,3,10.0,89052.0,No,213519.0,Yes,F,Bachelors,Blue Collar,12,Commercial,15550.0,10,SUV,no,0.0,0,No,0,0.0,6.0,0,Highly Rural/ Rural
0,37.0,2,13.0,133335.0,Yes,0.0,No,F,Bachelors,Blue Collar,15,Commercial,21740.0,1,SUV,no,975.0,2,No,6,3854.0,13.0,1,Highly Urban/ Urban
1,58.0,2,17.0,3272.0,No,0.0,Yes,M,<High School,Student,42,Private,7200.0,1,Minivan,yes,5086.0,2,No,2,3231.0,5.0,1,Highly Urban/ Urban
0,32.0,2,15.0,77222.0,No,,Yes,M,High School,Professional,36,Private,12420.0,4,Minivan,no,0.0,0,No,2,0.0,9.0,0,Highly Rural/ Rural
0,38.0,2,14.0,58833.0,No,193644.0,Yes,M,Bachelors,Blue Collar,41,Commercial,17680.0,1,Van,yes,0.0,0,Yes,2,4611.0,10.0,1,Highly Urban/ Urban
1,42.0,3,13.0,58797.0,Yes,0.0,No,M,PhD,,5,Commercial,19980.0,4,Van,yes,1310.0,2,No,4,0.0,23.0,0,Highly Urban/ Urban
1,42.0,2,10.0,32526.0,No,165588.0,Yes,F,<High School,Clerical,38,Private,20150.0,1,Pickup,no,0.0,0,No,0,0.0,5.0,0,Highly Urban/ Urban
1,44.0,2,14.0,13587.0,No,130260.0,Yes,F,High School,Home Maker,43,Private,7260.0,6,Sports Car,no,0.0,0,No,0,0.0,6.0,0,Highly Rural/ Rural
0,46.0,0,13.0,,No,140734.0,Yes,M,High School,Blue Collar,50,Commercial,11700.0,1,Pickup,yes,0.0,0,No,0,0.0,,0,Highly Rural/ Rural
3,44.0,3,12.0,24197.0,Yes,0.0,No,F,High School,Blue Collar,44,Commercial,3920.0,1,Sports Car,no,0.0,0,No,2,0.0,7.0,0,Highly Rural/ Rural
0,37.0,1,7.0,111183.0,Yes,314817.0,No,F,Bachelors,Professional,67,Private,12420.0,10,Sports Car,no,0.0,0,No,0,0.0,8.0,0,Highly Urban/ Urban
0,45.0,0,14.0,65466.0,No,212677.0,Yes,M,High School,Blue Collar,24,Commercial,7080.0,3,Pickup,no,0.0,0,No,2,0.0,1.0,0,Highly Urban/ Urban
0,48.0,0,14.0,48866.0,No,185826.0,Yes,F,Bachelors,Professional,36,Private,26400.0,3,Pickup,no,0.0,0,No,0,0.0,8.0,0,Highly Urban/ Urban
0,72.0,0,16.0,63890.0,No,256797.0,Yes,F,Masters,Lawyer,41,Private,9100.0,7,Sports Car,no,4448.0,3,No,0,917.0,6.0,1,Highly Urban/ Urban
0,52.0,0,14.0,207687.0,No,510742.0,Yes,M,Masters,,26,Commercial,35160.0,1,Panel Truck,no,0.0,0,No,0,0.0,16.0,0,Highly Urban/ Urban
0,48.0,0,8.0,43075.0,No,175858.0,Yes,F,High School,Manager,52,Private,13970.0,4,SUV,no,5878.0,2,No,3,0.0,11.0,0,Highly Urban/ Urban
0,40.0,0,9.0,5253.0,No,77463.0,No,F,High School,Student,23,Commercial,23600.0,4,Pickup,no,0.0,0,No,0,9162.0,1.0,1,Highly Urban/ Urban
0,49.0,0,9.0,90658.0,No,276028.0,No,F,Bachelors,Blue Collar,7,Commercial,12350.0,13,Minivan,no,0.0,0,No,0,0.0,7.0,0,Highly Urban/ Urban
0,62.0,0,15.0,37018.0,No,0.0,No,F,Bachelors,Professional,60,Private,5200.0,4,Sports Car,no,0.0,0,No,0,0.0,,0,Highly Urban/ Urban
0,45.0,0,13.0,32722.0,No,,Yes,F,High School,Clerical,49,Private,4770.0,10,Sports Car,no,0.0,0,No,1,0.0,6.0,0,Highly Urban/ Urban
0,32.0,3,8.0,,Yes,193566.0,No,F,Bachelors,Clerical,43,Private,7080.0,4,Sports Car,no,0.0,0,No,0,3829.0,11.0,1,Highly Urban/ Urban
0,42.0,0,9.0,54178.0,No,176935.0,No,F,High School,Blue Collar,39,Commercial,5700.0,11,SUV,no,0.0,0,No,1,0.0,8.0,0,Highly Rural/ Rural
0,33.0,0,0.0,0.0,No,0.0,No,F,High School,Home Maker,31,Private,4900.0,4,Sports Car,no,1992.0,2,No,1,0.0,10.0,0,Highly Urban/ Urban
1,43.0,2,16.0,45348.0,No,198638.0,Yes,F,High School,Clerical,16,Private,10330.0,1,Sports Car,no,0.0,0,No,1,0.0,1.0,0,Highly Urban/ Urban
0,57.0,0,14.0,200772.0,No,465304.0,No,F,PhD,Doctor,27,Private,9270.0,1,SUV,no,0.0,0,No,0,4846.0,,1,Highly Urban/ Urban
0,22.0,0,,36821.0,No,193948.0,No,F,Masters,,23,Private,29390.0,6,Pickup,no,8502.0,2,No,0,0.0,20.0,0,Highly Urban/ Urban
0,53.0,0,13.0,108744.0,No,333039.0,Yes,M,Masters,,5,Commercial,5430.0,1,Pickup,yes,3267.0,1,No,0,6409.0,,1,Highly Urban/ Urban
1,43.0,2,13.0,45784.0,No,165388.0,Yes,M,<High School,Blue Collar,79,Commercial,14820.0,7,Minivan,no,0.0,0,No,0,0.0,6.0,0,Highly Urban/ Urban
0,47.0,0,10.0,114507.0,No,0.0,No,F,Masters,Lawyer,27,Private,6200.0,7,SUV,no,900.0,1,No,1,0.0,18.0,0,Highly Urban/ Urban
0,44.0,1,11.0,48374.0,No,215391.0,Yes,M,High School,Blue Collar,48,Commercial,34640.0,1,Panel Truck,no,0.0,0,No,0,3844.0,8.0,1,Highly Urban/ Urban
0,50.0,0,11.0,,No,481028.0,No,M,PhD,,12,Commercial,8300.0,7,Pickup,no,1161.0,2,No,8,0.0,20.0,0,Highly Urban/ Urban
0,48.0,0,13.0,70682.0,No,263905.0,Yes,F,High School,Blue Collar,25,Commercial,13370.0,3,Minivan,no,11976.0,2,No,5,0.0,1.0,0,Highly Urban/ Urban
0,42.0,0,10.0,,No,51401.0,Yes,F,<High School,Home Maker,41,Private,7340.0,1,Sports Car,no,0.0,0,No,0,0.0,9.0,0,Highly Urban/ Urban
0,51.0,0,,40862.0,No,0.0,No,M,Bachelors,Professional,14,Commercial,30800.0,14,Panel Truck,no,3919.0,3,No,4,0.0,11.0,0,Highly Urban/ Urban
0,32.0,1,8.0,63720.0,Yes,0.0,No,M,Bachelors,Professional,21,Commercial,18010.0,3,Van,yes,39833.0,2,Yes,6,0.0,9.0,0,Highly Urban/ Urban
0,50.0,0,14.0,30795.0,No,174778.0,Yes,M,High School,Clerical,53,Commercial,8920.0,6,Pickup,yes,0.0,0,No,0,0.0,1.0,0,Highly Rural/ Rural
0,52.0,0,12.0,188148.0,No,0.0,No,F,PhD,Lawyer,19,Private,6700.0,4,Sports Car,no,0.0,0,No,0,0.0,11.0,0,Highly Urban/ Urban
0,41.0,0,10.0,19816.0,No,142622.0,Yes,M,<High School,Clerical,37,Private,11590.0,6,Minivan,no,0.0,0,No,0,0.0,5.0,0,Highly Rural/ Rural
0,39.0,0,5.0,123064.0,No,306644.0,No,F,High School,Blue Collar,7,Commercial,5400.0,1,SUV,no,0.0,0,No,2,0.0,10.0,0,Highly Rural/ Rural
0,27.0,0,8.0,,No,0.0,No,F,<High School,Blue Collar,35,Commercial,24340.0,1,Pickup,no,4599.0,1,No,2,2595.0,4.0,1,Highly Urban/ Urban
0,53.0,0,12.0,48587.0,No,0.0,No,M,High School,Blue Collar,61,Commercial,19300.0,6,Van,no,4390.0,3,No,3,5951.0,6.0,1,Highly Urban/ Urban
0,48.0,0,10.0,27208.0,No,0.0,No,F,High School,Student,64,Private,10150.0,6,SUV,no,18535.0,1,No,3,0.0,7.0,0,Highly Urban/ Urban
0,52.0,0,13.0,152004.0,No,406183.0,Yes,F,Masters,Lawyer,29,Private,6700.0,11,SUV,no,0.0,0,No,0,0.0,1.0,0,Highly Rural/ Rural
0,38.0,0,10.0,106267.0,No,0.0,No,M,Bachelors,Professional,37,Private,14810.0,1,Minivan,yes,0.0,0,No,0,0.0,,0,Highly Urban/ Urban
0,53.0,0,14.0,47625.0,No,161743.0,Yes,M,<High School,Blue Collar,53,Private,15780.0,9,Minivan,no,8386.0,1,No,4,0.0,6.0,0,Highly Urban/ Urban
0,40.0,0,9.0,5253.0,No,77463.0,No,F,High School,Student,23,Commercial,8140.0,18,Sports Car,no,0.0,0,No,3,0.0,1.0,0,Highly Urban/ Urban
0,49.0,0,7.0,173242.0,No,420092.0,Yes,F,PhD,Manager,40,Private,6400.0,10,SUV,no,0.0,0,Yes,0,0.0,20.0,0,Highly Urban/ Urban
0,59.0,0,0.0,0.0,No,0.0,No,M,Bachelors,Home Maker,42,Commercial,30430.0,6,Panel Truck,no,1511.0,1,No,0,0.0,9.0,0,Highly Urban/ Urban
0,34.0,1,14.0,5017.0,No,0.0,Yes,F,High School,Home Maker,76,Private,8220.0,4,SUV,no,0.0,0,No,1,0.0,9.0,0,Highly Rural/ Rural
0,52.0,0,12.0,78609.0,No,281358.0,No,M,Bachelors,Professional,37,Private,18910.0,1,Van,yes,0.0,0,No,0,0.0,11.0,0,Highly Rural/ Rural
0,35.0,0,11.0,85430.0,No,0.0,No,F,Bachelors,Blue Collar,14,Commercial,13540.0,1,SUV,no,8062.0,2,No,2,22134.0,1.0,1,Highly Urban/ Urban
0,46.0,0,13.0,161372.0,No,0.0,No,F,Masters,Lawyer,36,Private,22240.0,6,SUV,no,6724.0,2,No,4,0.0,9.0,0,Highly Urban/ Urban
0,56.0,0,15.0,134166.0,No,324905.0,Yes,F,Masters,Manager,45,Private,20520.0,6,Minivan,no,0.0,0,No,0,0.0,12.0,0,Highly Urban/ Urban
0,48.0,0,11.0,81084.0,No,0.0,No,F,Bachelors,Professional,42,Private,27360.0,1,Sports Car,no,2860.0,1,No,4,60838.0,9.0,1,Highly Urban/ Urban
0,36.0,0,12.0,204373.0,No,,Yes,M,PhD,,20,Commercial,5100.0,6,Pickup,no,3423.0,3,No,0,2705.0,20.0,1,Highly Urban/ Urban
0,30.0,3,14.0,40889.0,No,147629.0,Yes,F,High School,Clerical,28,Private,29990.0,3,Minivan,no,0.0,0,No,0,0.0,1.0,0,Highly Rural/ Rural
3,62.0,3,16.0,33995.0,No,136008.0,Yes,M,<High School,Blue Collar,42,Private,7700.0,4,SUV,yes,8002.0,3,No,4,16840.0,1.0,1,Highly Urban/ Urban
0,50.0,0,11.0,113845.0,No,0.0,No,M,High School,Clerical,18,Private,12880.0,1,Minivan,yes,0.0,0,No,1,0.0,1.0,0,Highly Urban/ Urban
0,55.0,0,10.0,39405.0,No,161357.0,Yes,M,Masters,,28,Commercial,10940.0,1,Pickup,yes,0.0,0,Yes,1,4423.0,14.0,1,Highly Urban/ Urban
0,52.0,0,11.0,5109.0,No,0.0,No,F,High School,Home Maker,5,Private,2010.0,6,Sports Car,no,0.0,0,No,0,0.0,3.0,0,Highly Rural/ Rural
0,59.0,0,12.0,155410.0,No,422815.0,Yes,M,Bachelors,Manager,40,Commercial,33330.0,7,Panel Truck,yes,4765.0,3,No,4,5363.0,10.0,1,Highly Urban/ Urban
0,33.0,3,7.0,,No,147326.0,Yes,F,<High School,Blue Collar,38,Private,22520.0,5,Minivan,no,3075.0,1,No,6,0.0,1.0,0,Highly Urban/ Urban
0,46.0,0,13.0,57933.0,No,202659.0,No,F,Masters,Lawyer,7,Private,16620.0,1,SUV,no,0.0,0,No,0,9893.0,,1,Highly Urban/ Urban
0,46.0,0,12.0,9537.0,No,113805.0,Yes,F,Masters,Home Maker,18,Private,10760.0,1,Minivan,no,5624.0,3,No,3,0.0,13.0,0,Highly Urban/ Urban
0,24.0,1,12.0,94566.0,Yes,239142.0,No,F,Masters,,34,Private,3900.0,1,SUV,no,0.0,0,No,2,5495.0,16.0,1,Highly Urban/ Urban
0,55.0,0,13.0,,No,315515.0,No,F,PhD,Home Maker,5,Private,21270.0,6,Sports Car,no,2622.0,1,No,2,5386.0,20.0,1,Highly Urban/ Urban
0,48.0,0,11.0,26875.0,No,0.0,No,M,High School,Clerical,18,Commercial,10450.0,1,Pickup,no,3830.0,1,No,8,4194.0,6.0,1,Highly Urban/ Urban
