,ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
2302,904934030,0,07-Apr-48,51,0,14,"$175,219",No,"$477,999",Yes,z_F,Masters,Manager,22,Private,"$6,600",8,z_SUV,no,$0,0,No,0,"$5,349",15,1,Highly Urban/ Urban
2303,954689183,0,26-Feb-63,36,2,,"$51,969",No,"$221,596",Yes,M,Bachelors,Clerical,55,Private,"$1,500",16,Minivan,yes,"$3,488",4,No,0,"$2,532",7,1,Highly Urban/ Urban
2304,322553627,0,24-Jul-40,59,0,10,,No,$0,Yes,z_F,z_High School,Student,34,Commercial,"$11,600",6,Minivan,no,$0,0,No,0,"$45,191",1,1,Highly Urban/ Urban
2305,87441875,0,08-Jan-62,37,0,12,"$49,548",No,$0,z_No,z_F,z_High School,Clerical,29,Private,"$7,120",6,z_SUV,no,$0,0,No,0,$0,1,0,z_Highly Rural/ Rural
2306,588423345,0,23-Oct-50,49,0,8,"$105,594",No,"$301,702",Yes,z_F,PhD,Doctor,17,Private,"$12,920",13,z_SUV,no,$0,0,No,3,$0,1,0,Highly Urban/ Urban
2307,222513440,0,13-Jan-60,39,0,8,"$74,548",No,$0,z_No,z_F,Bachelors,Professional,33,Private,"$18,100",1,z_SUV,no,"$25,130",2,No,2,$0,10,0,Highly Urban/ Urban
2308,858606945,0,16-Aug-46,53,1,,"$31,205",No,"$170,358",Yes,z_F,z_High School,Clerical,27,Private,"$12,080",1,Sports Car,no,$0,0,No,0,"$5,667",6,1,Highly Urban/ Urban
2309,270029813,0,16-Jan-51,48,0,12,"$42,156",No,$0,z_No,M,<High School,Clerical,50,Private,"$11,680",1,Minivan,no,$0,0,No,0,$0,8,0,z_Highly Rural/ Rural
2310,220926243,0,06-Apr-63,36,0,0,$0,No,$0,z_No,z_F,<High School,Student,35,Commercial,"$13,440",10,Pickup,no,"$5,093",2,No,8,"$5,836",1,1,Highly Urban/ Urban
2311,367663474,0,06-Oct-53,46,0,11,"$68,126",No,"$214,584",Yes,z_F,Bachelors,Professional,52,Private,"$12,910",1,z_SUV,no,$0,0,Yes,3,"$3,036",6,1,Highly Urban/ Urban
2312,19658794,0,27-Apr-70,29,4,0,$0,No,"$103,207",Yes,z_F,<High School,Home Maker,44,Private,"$26,670",9,Sports Car,no,$0,0,No,4,$0,1,0,z_Highly Rural/ Rural
2313,67567320,0,01-Oct-42,57,0,11,"$93,401",No,$0,z_No,z_F,Bachelors,Manager,12,Commercial,"$28,100",6,Pickup,no,"$7,314",2,No,5,$0,13,0,Highly Urban/ Urban
2314,722831636,0,22-Mar-59,40,3,0,$0,No,$0,Yes,z_F,<High School,Student,30,Private,"$7,890",3,z_SUV,no,$0,0,No,0,$0,1,0,Highly Urban/ Urban
2315,724908543,0,18-Jul-73,26,3,0,$0,No,"$50,964",Yes,z_F,Bachelors,Home Maker,42,Private,"$4,100",1,z_SUV,no,"$2,621",2,No,6,"$3,110",8,1,Highly Urban/ Urban
2316,715988300,0,23-Sep-48,51,0,12,"$82,886",No,"$237,613",Yes,z_F,PhD,Home Maker,26,Private,"$21,480",3,Sports Car,no,"$26,426",2,No,3,$0,17,0,z_Highly Rural/ Rural
2317,750552194,3,11-Mar-59,40,3,12,"$47,456",No,"$165,012",Yes,M,z_High School,z_Blue Collar,36,Commercial,"$25,920",1,Panel Truck,no,"$3,402",1,No,0,"$1,453",5,1,Highly Urban/ Urban
2318,302727809,1,18-Mar-44,55,2,15,"$127,075",Yes,$0,z_No,M,PhD,Doctor,41,Private,"$19,450",1,Minivan,no,"$7,744",2,No,4,$0,13,0,Highly Urban/ Urban
2319,695762100,0,21-Jun-55,44,4,15,"$27,069",No,"$134,937",Yes,z_F,z_High School,Clerical,80,Private,"$24,910",6,Pickup,no,$0,0,No,0,$0,1,0,Highly Urban/ Urban
2320,919497852,0,13-May-67,32,2,12,"$39,144",Yes,$0,z_No,z_F,<High School,z_Blue Collar,34,Private,"$5,410",4,z_SUV,no,"$23,418",3,Yes,5,"$1,900",1,1,Highly Urban/ Urban
2321,355387646,2,20-Apr-63,36,3,13,"$8,615",No,"$72,501",Yes,z_F,z_High School,Home Maker,41,Private,"$20,150",1,Minivan,no,$0,0,No,0,$0,6,0,z_Highly Rural/ Rural
2322,71699130,0,01-Nov-45,54,0,13,,No,,Yes,M,Masters,,24,Commercial,"$7,880",7,Pickup,no,"$5,203",1,No,4,$0,16,0,Highly Urban/ Urban
2323,207249253,0,30-May-53,46,0,6,"$34,508",No,"$183,694",Yes,z_F,z_High School,Clerical,14,Private,"$8,430",1,z_SUV,no,"$25,401",3,No,1,$0,6,0,z_Highly Rural/ Rural
2324,15681901,0,03-Oct-58,41,3,15,"$126,363",No,"$349,884",Yes,M,PhD,Doctor,27,Private,"$18,240",13,Van,yes,$0,0,No,0,$0,8,0,Highly Urban/ Urban
2325,282367437,0,05-Mar-54,45,0,13,"$78,432",No,"$259,622",Yes,z_F,Bachelors,Manager,25,Private,"$9,590",4,z_SUV,no,$0,0,No,0,$0,1,0,Highly Urban/ Urban
2326,193971676,0,06-Oct-48,51,0,13,"$74,501",No,"$190,592",Yes,z_F,Bachelors,Professional,46,Private,"$26,020",13,Sports Car,no,"$9,845",2,No,4,$0,1,0,Highly Urban/ Urban
2327,645649538,2,15-Apr-56,43,2,14,"$6,162",No,"$50,223",Yes,z_F,z_High School,Home Maker,32,Private,"$14,350",1,Minivan,no,"$13,752",3,No,5,$0,7,0,Highly Urban/ Urban
2328,225236342,0,19-Sep-55,44,0,0,$0,No,$0,Yes,z_F,z_High School,Student,77,Private,"$9,770",13,z_SUV,no,$0,0,No,0,$0,7,0,z_Highly Rural/ Rural
2329,477622647,0,26-Jul-71,28,1,13,"$97,231",No,"$262,856",Yes,z_F,Bachelors,z_Blue Collar,56,Commercial,"$22,200",4,z_SUV,no,$0,0,No,3,$0,11,0,z_Highly Rural/ Rural
2330,542281799,0,08-Jan-38,61,0,11,"$61,472",No,"$227,562",Yes,z_F,Masters,Lawyer,46,Private,"$17,410",1,Sports Car,no,$0,0,Yes,5,$0,8,0,Highly Urban/ Urban
2331,592859964,2,26-Feb-58,41,3,10,"$90,991",No,"$310,709",Yes,M,Bachelors,Professional,43,Private,"$5,600",7,Pickup,yes,"$1,421",2,No,4,$0,1,0,Highly Urban/ Urban
2332,836506488,0,15-Oct-57,42,0,11,"$69,780",No,"$223,784",Yes,z_F,Masters,Lawyer,32,Private,"$22,350",6,z_SUV,no,"$5,346",2,No,3,$0,19,0,Highly Urban/ Urban
2333,850807236,0,16-Mar-60,39,3,16,"$22,626",No,"$60,718",Yes,z_F,<High School,z_Blue Collar,46,Commercial,"$19,950",1,Pickup,no,"$6,937",1,No,7,"$5,443",7,1,Highly Urban/ Urban
2334,663881221,1,11-Jun-56,43,1,8,"$199,866",Yes,$0,z_No,M,Masters,,33,Commercial,"$25,510",6,Panel Truck,yes,$0,0,No,1,"$4,847",15,1,Highly Urban/ Urban
2335,147750981,0,08-Mar-65,34,2,14,"$51,497",No,"$219,049",Yes,z_F,Bachelors,Clerical,51,Private,"$15,230",7,z_SUV,no,$0,0,No,0,$0,14,0,z_Highly Rural/ Rural
2336,700321561,0,29-Jul-58,41,0,,"$103,461",No,"$305,052",Yes,M,Masters,Professional,35,Private,"$15,950",6,Minivan,yes,"$3,443",2,No,3,$0,20,0,Highly Urban/ Urban
2337,698788036,0,22-Aug-46,53,0,14,"$64,915",No,"$186,151",Yes,M,Bachelors,Manager,41,Private,"$21,920",1,Van,yes,$0,0,No,0,$0,,0,Highly Urban/ Urban
2338,798630672,0,10-Sep-67,32,1,11,"$8,824",No,"$91,593",Yes,z_F,<High School,Professional,60,Private,"$9,280",1,z_SUV,no,"$4,409",2,No,1,$0,8,0,Highly Urban/ Urban
2339,64211058,1,14-Apr-61,38,1,6,,No,"$113,408",Yes,z_F,<High School,Clerical,52,Private,"$7,340",7,z_SUV,no,$0,0,No,0,$773,1,1,Highly Urban/ Urban
2340,397609188,0,02-Jul-48,51,0,11,"$91,605",No,"$276,147",Yes,M,PhD,Doctor,58,Private,"$15,910",1,Minivan,yes,"$2,645",2,No,3,$0,10,0,Highly Urban/ Urban
2341,399814035,0,29-May-45,54,0,11,"$177,842",No,$0,z_No,z_F,Masters,Lawyer,50,Private,"$7,000",10,Sports Car,no,"$47,939",3,No,1,$0,24,0,Highly Urban/ Urban
2342,583493255,0,23-May-49,50,0,12,"$73,671",No,,Yes,z_F,Masters,Lawyer,6,Private,"$22,420",1,Minivan,no,$0,0,No,0,$0,15,0,Highly Urban/ Urban
2343,794964321,0,15-Oct-53,46,0,14,"$23,571",No,"$145,066",Yes,M,z_High School,Clerical,45,Commercial,"$11,890",4,Pickup,yes,$0,0,No,0,$0,1,0,z_Highly Rural/ Rural
2344,65858750,0,02-Jan-55,44,0,12,"$5,069",No,$0,z_No,z_F,<High School,Student,37,Private,"$8,060",7,z_SUV,no,"$1,022",1,No,1,$0,1,0,Highly Urban/ Urban
2345,236136541,0,09-May-51,48,0,14,"$20,792",No,"$165,130",Yes,z_F,Bachelors,Home Maker,49,Private,"$13,930",3,z_SUV,no,$0,0,No,0,$0,6,0,z_Highly Rural/ Rural
2346,808765493,0,15-Dec-46,52,0,10,"$104,067",No,"$319,855",Yes,z_F,PhD,Manager,33,Private,"$35,760",6,z_SUV,no,$0,0,No,0,$0,18,0,Highly Urban/ Urban
2347,351251758,1,02-Aug-65,34,4,14,"$58,991",No,"$162,309",Yes,M,z_High School,z_Blue Collar,61,Commercial,"$5,490",13,Pickup,no,"$1,423",1,No,0,"$7,485",,1,Highly Urban/ Urban
2348,732112302,0,05-Nov-50,49,0,11,"$89,659",No,$0,z_No,M,Bachelors,Professional,31,Private,"$1,500",4,Minivan,yes,"$5,064",2,No,1,$0,13,0,Highly Urban/ Urban
2349,835528692,0,22-Apr-46,53,0,0,$0,No,$0,z_No,z_F,Masters,Home Maker,7,Private,"$20,530",7,Minivan,no,$0,0,No,3,$0,17,0,Highly Urban/ Urban
2350,412789769,0,03-Sep-60,39,0,0,$0,No,,Yes,z_F,z_High School,Student,35,Private,"$9,460",8,z_SUV,no,$0,0,Yes,0,$0,1,0,Highly Urban/ Urban
2351,886149709,0,02-Apr-48,51,0,7,"$141,546",No,"$351,285",z_No,M,PhD,Manager,18,Commercial,"$29,330",4,Panel Truck,yes,"$1,184",2,No,4,"$1,347",,1,Highly Urban/ Urban
2352,866014907,0,23-Mar-53,46,0,14,"$34,705",No,"$173,076",Yes,M,z_High School,z_Blue Collar,50,Commercial,"$9,570",7,Pickup,yes,$0,0,No,0,$0,7,0,Highly Urban/ Urban
2353,850109236,0,27-Jan-64,35,2,8,"$47,797",Yes,$0,z_No,z_F,Bachelors,Professional,23,Private,"$1,500",6,z_SUV,no,"$41,303",2,Yes,4,"$3,034",6,1,Highly Urban/ Urban
2354,820425739,0,14-Jul-56,43,0,,"$49,021",No,"$177,127",z_No,M,z_High School,Professional,49,Commercial,"$10,700",1,Pickup,no,$0,0,Yes,2,"$4,271",1,1,Highly Urban/ Urban
2355,854769047,0,14-Apr-49,50,0,7,"$125,583",No,,Yes,M,Masters,Professional,41,Commercial,"$20,730",1,Van,no,"$1,358",1,No,5,$0,13,0,Highly Urban/ Urban
2356,467183708,0,28-Nov-60,38,0,7,"$46,947",No,"$150,812",Yes,z_F,Bachelors,Home Maker,13,Private,"$13,990",1,z_SUV,no,$0,0,No,0,$0,,0,z_Highly Rural/ Rural
2357,561457266,0,22-Apr-60,39,2,12,"$24,790",Yes,$0,z_No,z_F,z_High School,Clerical,29,Private,"$8,310",7,z_SUV,no,$0,0,No,0,$0,1,0,z_Highly Rural/ Rural
2358,456057416,0,31-Dec-52,46,0,8,,No,,z_No,z_F,Masters,Lawyer,17,Private,"$18,220",6,z_SUV,no,$0,0,No,0,$0,,0,Highly Urban/ Urban
2359,538753309,0,29-Dec-55,43,0,11,"$106,059",No,"$267,152",Yes,z_F,z_High School,Manager,44,Private,"$5,800",13,z_SUV,no,$0,0,No,4,$0,1,0,Highly Urban/ Urban
2360,927032368,0,10-Aug-52,47,0,8,,No,"$119,708",z_No,M,<High School,Clerical,18,Private,"$9,570",1,Minivan,no,$0,0,No,2,$0,3,0,Highly Urban/ Urban
2361,562092571,0,19-Mar-47,52,0,9,"$30,776",No,"$200,353",Yes,M,<High School,Clerical,25,Commercial,"$25,530",10,Panel Truck,yes,"$1,086",2,No,0,$0,5,0,Highly Urban/ Urban
2362,649993215,1,26-Aug-46,53,1,11,"$12,824",Yes,$0,z_No,z_F,z_High School,Student,48,Commercial,"$16,720",6,z_SUV,no,"$9,851",3,No,8,"$6,685",10,1,Highly Urban/ Urban
2363,735267214,1,04-Aug-60,39,1,13,"$78,477",No,,Yes,z_F,Masters,Manager,26,Private,"$10,170",3,z_SUV,no,"$3,927",1,No,1,$0,11,0,Highly Urban/ Urban
2364,981783222,0,08-Nov-61,38,0,0,$0,No,$0,z_No,z_F,<High School,Student,40,Private,"$1,630",4,Sports Car,no,"$9,228",2,No,7,$0,6,0,Highly Urban/ Urban
2365,722097727,0,12-Dec-48,50,0,13,"$5,386",No,$0,Yes,z_F,Bachelors,Student,68,Private,"$7,040",1,Sports Car,no,"$2,996",2,No,4,$0,9,0,Highly Urban/ Urban
2366,561113047,0,20-Dec-47,51,0,14,"$89,582",No,"$269,747",z_No,M,Masters,Lawyer,37,Private,"$22,020",9,Minivan,no,$0,0,Yes,0,$0,16,0,Highly Urban/ Urban
2367,487743827,0,01-Apr-45,54,0,0,$0,No,"$111,556",z_No,M,Bachelors,Home Maker,26,Commercial,"$11,020",1,Pickup,yes,$0,0,Yes,1,"$1,037",7,1,Highly Urban/ Urban
2368,495744342,1,29-Oct-60,39,3,12,"$6,843",Yes,$0,z_No,z_F,z_High School,Student,9,Commercial,"$7,050",4,z_SUV,no,$0,0,No,1,$0,6,0,z_Highly Rural/ Rural
2369,590618636,0,24-Dec-62,36,2,12,"$69,546",No,"$186,300",Yes,z_F,z_High School,z_Blue Collar,33,Commercial,"$12,050",1,Sports Car,no,"$5,106",2,No,1,"$6,386",1,1,Highly Urban/ Urban
2370,935741085,0,05-Jul-63,36,0,11,"$33,447",No,$0,z_No,M,<High School,Clerical,42,Private,"$22,070",7,Van,yes,$0,0,No,0,"$1,990",1,1,Highly Urban/ Urban
2371,159149651,0,15-Mar-45,54,0,12,"$27,354",No,$0,z_No,z_F,Bachelors,z_Blue Collar,19,Commercial,"$9,640",1,z_SUV,no,$0,0,No,2,"$6,208",9,1,Highly Urban/ Urban
2372,333412730,0,10-Dec-57,41,0,12,"$70,426",No,"$209,877",Yes,z_F,z_High School,Professional,38,Private,"$22,860",6,Minivan,no,$0,0,No,0,$0,12,0,Highly Urban/ Urban
2373,723581481,0,04-Jul-57,42,0,12,,No,"$241,791",Yes,z_F,Bachelors,Clerical,57,Private,"$18,690",1,z_SUV,no,"$1,698",2,No,0,$0,8,0,Highly Urban/ Urban
2374,447801192,2,01-Feb-57,42,2,,$0,Yes,$0,z_No,z_F,Bachelors,Student,35,Commercial,"$18,020",7,Minivan,no,$0,0,No,1,$0,6,0,z_Highly Rural/ Rural
2375,300442475,1,23-Sep-60,39,1,11,"$50,891",No,"$194,126",Yes,z_F,z_High School,Clerical,32,Private,"$10,490",1,z_SUV,no,$0,0,No,5,$0,6,0,z_Highly Rural/ Rural
2376,359736972,0,18-Apr-42,57,0,8,"$81,767",No,"$308,350",Yes,z_F,z_High School,z_Blue Collar,30,Commercial,"$19,820",1,z_SUV,no,$0,0,No,0,"$19,352",7,1,Highly Urban/ Urban
2377,929223734,0,08-May-58,41,1,10,"$137,815",Yes,$0,z_No,z_F,Bachelors,Manager,33,Private,"$16,160",9,Minivan,no,$0,0,Yes,1,$0,1,0,Highly Urban/ Urban
2378,138372300,0,23-Oct-52,47,0,14,"$19,779",No,"$96,107",z_No,M,<High School,z_Blue Collar,50,Commercial,"$25,250",4,Panel Truck,yes,$0,0,No,2,"$4,903",1,1,z_Highly Rural/ Rural
2379,112086182,0,25-Aug-48,51,0,0,$0,No,"$56,589",Yes,z_F,z_High School,Home Maker,56,Commercial,"$19,640",1,Pickup,no,"$6,187",1,No,2,$0,1,0,Highly Urban/ Urban
2380,533665881,0,27-Oct-57,42,0,9,"$116,863",No,"$335,371",Yes,M,Masters,,45,Commercial,"$17,390",1,Van,no,$0,0,No,3,$0,11,0,Highly Urban/ Urban
2381,871732998,0,03-Oct-50,49,0,7,"$176,866",No,$0,z_No,M,Masters,,69,Commercial,"$6,400",3,Pickup,yes,$0,0,Yes,0,$0,16,0,Highly Urban/ Urban
2382,413843100,0,11-Jul-50,49,0,14,"$21,918",No,"$157,112",Yes,z_F,Masters,Lawyer,18,Private,"$25,530",6,Minivan,no,$0,0,No,0,$0,19,0,Highly Urban/ Urban
2383,333018954,0,13-Jul-67,32,1,12,"$126,678",No,"$325,815",Yes,M,Bachelors,z_Blue Collar,60,Private,"$20,480",4,Van,yes,$0,0,No,4,$0,15,0,z_Highly Rural/ Rural
2384,584024244,0,12-Oct-52,47,0,9,,No,"$149,582",Yes,M,<High School,z_Blue Collar,44,Private,"$5,430",3,Pickup,yes,$0,0,No,0,"$2,589",1,1,Highly Urban/ Urban
2385,860220655,0,21-Nov-61,37,0,9,"$62,409",No,"$217,421",z_No,z_F,z_High School,z_Blue Collar,55,Commercial,"$11,440",10,z_SUV,no,$0,0,Yes,1,$0,1,0,z_Highly Rural/ Rural
2386,347660942,0,20-Jan-48,51,0,14,"$28,979",No,"$174,100",Yes,M,PhD,Manager,45,Commercial,"$22,570",1,Panel Truck,yes,$0,0,No,3,$0,11,0,Highly Urban/ Urban
2387,690716620,0,27-Feb-64,35,1,11,"$77,486",Yes,"$232,815",z_No,M,Bachelors,Manager,28,Private,"$13,690",1,Minivan,yes,$0,0,No,0,$0,1,0,Highly Urban/ Urban
2388,541681656,0,13-Mar-46,53,0,13,"$93,908",No,$0,z_No,M,z_High School,Clerical,41,Private,"$16,190",1,Minivan,yes,$0,0,No,2,$0,9,0,z_Highly Rural/ Rural
2389,503023943,0,21-Apr-56,43,0,9,"$43,505",No,"$107,149",z_No,z_F,Bachelors,Clerical,37,Private,"$10,780",4,z_SUV,no,"$3,904",1,No,5,$0,10,0,Highly Urban/ Urban
2390,19903973,0,08-Oct-60,39,0,,,No,$0,Yes,z_F,<High School,Student,79,Private,"$5,600",1,Sports Car,no,"$4,697",1,No,0,$0,1,0,Highly Urban/ Urban
2391,10599924,0,31-Aug-47,52,0,6,"$168,168",No,$0,z_No,M,Masters,Lawyer,22,Private,"$6,700",10,Minivan,yes,$0,0,No,0,$0,15,0,Highly Urban/ Urban
2392,605313423,0,19-Sep-63,36,0,9,"$60,847",No,"$211,273",z_No,z_F,Bachelors,z_Blue Collar,31,Private,"$8,560",4,z_SUV,no,"$6,295",3,No,5,"$4,296",3,1,Highly Urban/ Urban
2393,77257945,0,24-Sep-60,39,0,11,"$57,744",No,"$213,239",Yes,z_F,z_High School,z_Blue Collar,45,Commercial,"$11,170",1,z_SUV,no,$0,0,No,3,"$2,777",8,1,Highly Urban/ Urban
2394,247258580,0,07-Aug-47,52,0,10,$5,No,$0,z_No,M,Bachelors,Student,38,Commercial,"$6,700",1,Pickup,yes,"$4,824",3,No,0,"$4,298",11,1,Highly Urban/ Urban
2395,753795811,0,12-Aug-46,53,0,10,"$62,280",No,$0,z_No,M,Masters,,52,Commercial,"$30,810",6,Panel Truck,yes,"$4,390",2,No,0,$0,12,0,Highly Urban/ Urban
2396,703670778,1,19-Aug-62,37,2,0,$0,Yes,$0,z_No,z_F,Bachelors,Student,41,Private,"$20,860",1,z_SUV,no,"$9,237",3,No,2,$0,4,0,z_Highly Rural/ Rural
2397,263632369,1,09-Feb-42,57,2,15,"$79,053",No,,Yes,z_F,Masters,Lawyer,57,Private,"$15,110",7,Sports Car,no,"$3,795",3,No,6,"$2,536",12,1,Highly Urban/ Urban
2398,904457123,0,20-Jul-58,41,3,12,"$48,762",No,"$176,946",Yes,z_F,z_High School,Clerical,26,Private,"$28,090",1,Minivan,no,"$3,996",2,No,4,"$1,009",12,1,Highly Urban/ Urban
2399,594177143,0,22-Dec-59,39,0,4,"$102,052",No,"$237,341",z_No,M,PhD,Manager,21,Private,"$7,020",6,Pickup,yes,$0,0,No,1,"$5,723",16,1,Highly Urban/ Urban
2400,573751437,0,15-Dec-63,35,0,7,"$64,890",No,$0,z_No,z_F,Bachelors,Manager,27,Private,"$12,760",1,z_SUV,no,$0,0,No,0,$0,12,0,Highly Urban/ Urban
2401,977286255,2,21-Jun-54,45,2,10,"$71,119",Yes,$0,z_No,z_F,Bachelors,Clerical,43,Private,"$15,600",1,Minivan,no,"$3,534",3,No,5,"$2,446",4,1,Highly Urban/ Urban
2402,534721073,1,30-Nov-59,39,2,,"$40,608",Yes,"$176,832",z_No,z_F,z_High School,Clerical,20,Private,"$9,130",9,z_SUV,no,$0,0,No,3,$0,6,0,Highly Urban/ Urban
2403,704086674,0,13-May-56,43,0,11,"$50,260",No,"$178,766",Yes,z_F,z_High School,Professional,36,Private,"$20,490",6,Minivan,no,$0,0,No,0,$0,1,0,Highly Urban/ Urban
2404,958960136,0,03-Dec-47,51,0,12,"$146,881",No,"$396,556",Yes,M,PhD,Manager,70,Commercial,"$19,920",1,Van,no,$0,0,No,0,$338,11,1,Highly Urban/ Urban
2405,177212541,2,16-Sep-55,44,3,15,"$69,264",No,"$242,234",Yes,M,z_High School,z_Blue Collar,35,Commercial,"$16,510",4,Minivan,yes,$0,0,No,0,$0,9,0,z_Highly Rural/ Rural
2406,947194799,0,20-May-65,34,1,0,$0,No,$0,Yes,z_F,<High School,Student,42,Private,"$11,990",7,z_SUV,no,$0,0,No,0,$0,6,0,Highly Urban/ Urban
2407,61899962,0,15-Sep-48,51,0,15,"$57,410",No,"$231,626",Yes,z_F,Bachelors,Professional,34,Private,"$12,340",13,z_SUV,no,"$33,089",3,No,3,"$2,257",4,1,Highly Urban/ Urban
2408,699357023,0,03-Mar-65,34,4,,"$6,363",Yes,$0,z_No,z_F,z_High School,Student,23,Commercial,"$7,850",6,Sports Car,no,"$53,477",2,Yes,2,$0,1,0,Highly Urban/ Urban
2409,24038801,0,13-Oct-56,43,1,,"$41,229",No,$0,Yes,z_F,z_High School,Student,43,Private,"$9,920",4,z_SUV,no,"$5,303",2,No,3,$0,5,0,Highly Urban/ Urban
2410,859734595,0,21-May-58,41,0,5,"$53,293",No,$0,z_No,z_F,z_High School,z_Blue Collar,46,Commercial,"$6,830",6,z_SUV,no,$0,0,No,0,"$2,774",1,1,Highly Urban/ Urban
2411,235875917,0,21-Sep-57,42,0,11,"$94,090",No,,Yes,M,Masters,Manager,29,Commercial,"$18,340",1,Van,yes,"$39,973",2,Yes,3,$0,15,0,Highly Urban/ Urban
2412,810025621,0,09-Jul-61,38,1,12,"$15,216",Yes,"$134,163",z_No,M,Bachelors,Home Maker,10,Commercial,"$8,650",1,Pickup,yes,$0,0,No,0,$0,8,0,z_Highly Rural/ Rural
2413,330255772,0,13-Oct-63,36,0,9,"$32,645",No,"$190,491",Yes,M,PhD,Doctor,51,Private,"$8,360",4,Minivan,yes,"$7,466",3,No,0,$0,14,0,Highly Urban/ Urban
2414,327103894,0,30-Jun-65,34,1,12,"$121,279",No,"$325,518",Yes,z_F,Bachelors,z_Blue Collar,35,Private,"$10,960",1,z_SUV,no,$0,0,Yes,4,$0,15,0,Highly Urban/ Urban
2415,39016793,0,18-Jun-50,49,0,13,,No,"$232,785",Yes,M,Bachelors,Professional,43,Private,"$16,940",6,Van,yes,"$3,170",3,No,3,$0,12,0,Highly Urban/ Urban
2416,671690440,0,24-Jul-73,26,2,13,$989,No,$0,Yes,z_F,<High School,Student,24,Private,"$4,200",10,z_SUV,no,"$25,081",2,Yes,3,"$3,997",1,1,Highly Urban/ Urban
2417,989257294,0,19-Jan-57,42,0,,"$7,804",No,$0,z_No,z_F,z_High School,Student,25,Private,"$6,480",1,z_SUV,no,"$4,400",1,No,2,"$8,496",8,1,Highly Urban/ Urban
2418,187122023,0,24-Jan-55,44,0,11,"$65,426",No,"$181,181",Yes,M,Bachelors,Manager,44,Commercial,"$6,040",6,Pickup,yes,$0,0,No,1,$0,14,0,Highly Urban/ Urban
2419,352275766,0,14-Sep-44,55,0,14,"$174,526",No,"$439,040",z_No,M,PhD,,26,Commercial,"$24,450",3,Panel Truck,no,"$4,478",4,No,3,$0,9,0,Highly Urban/ Urban
2420,204766677,0,04-Jul-69,30,1,,"$55,307",No,"$174,352",Yes,M,Masters,,22,Private,"$12,360",1,Minivan,yes,"$5,278",1,No,0,$0,24,0,Highly Urban/ Urban
2421,638602003,2,20-Jun-60,39,2,,"$64,990",No,"$197,575",Yes,z_F,z_High School,Professional,5,Commercial,"$17,510",10,Pickup,no,$0,0,No,0,$0,7,0,Highly Urban/ Urban
2422,262994743,0,24-Jan-63,36,4,14,"$45,484",No,"$187,068",Yes,z_F,<High School,z_Blue Collar,23,Private,"$9,650",6,z_SUV,no,"$4,448",2,No,6,$0,1,0,Highly Urban/ Urban
2423,736213708,0,13-May-54,45,0,13,"$107,012",No,"$322,746",Yes,M,Masters,Manager,43,Commercial,"$28,300",4,Panel Truck,yes,$0,0,No,3,$0,1,0,Highly Urban/ Urban
2424,154763717,0,24-Oct-50,49,0,12,"$23,111",No,"$135,834",Yes,z_F,<High School,Clerical,39,Private,"$12,260",3,z_SUV,no,$0,0,No,0,$0,8,0,Highly Urban/ Urban
2425,134040005,0,11-Apr-49,50,0,,"$120,424",No,"$315,565",Yes,M,Bachelors,Professional,37,Commercial,"$33,030",6,Panel Truck,yes,$0,0,No,0,$0,13,0,z_Highly Rural/ Rural
2426,624440117,0,08-Jul-41,58,0,15,"$89,403",No,"$274,333",Yes,M,Bachelors,z_Blue Collar,23,Commercial,"$22,990",10,Panel Truck,no,$0,0,Yes,2,$0,15,0,Highly Urban/ Urban
2427,596520948,0,02-Sep-43,56,0,15,"$4,200",No,"$127,300",Yes,z_F,Bachelors,Home Maker,35,Private,"$37,380",1,Minivan,no,$0,0,No,0,$0,9,0,Highly Urban/ Urban
2428,903207853,0,17-Aug-62,37,3,9,"$14,818",Yes,"$137,447",z_No,M,<High School,Clerical,34,Commercial,"$16,710",4,Van,yes,$0,0,Yes,0,$0,1,0,z_Highly Rural/ Rural
2429,230201806,0,06-Mar-53,46,0,7,"$76,216",No,$0,z_No,z_F,Masters,Home Maker,56,Private,"$13,720",4,z_SUV,no,$0,0,Yes,3,$0,19,0,Highly Urban/ Urban
2430,462357799,2,11-Aug-58,41,4,0,$0,Yes,$0,z_No,z_F,Masters,Home Maker,53,Private,"$1,500",6,Sports Car,no,"$1,433",2,No,5,$292,,1,Highly Urban/ Urban
2431,77027507,0,13-Jun-54,45,0,12,"$43,998",No,"$181,595",Yes,z_F,Masters,Manager,16,Private,"$25,500",4,Minivan,no,$0,0,No,0,$0,15,0,Highly Urban/ Urban
2432,529008078,0,07-Nov-46,53,0,14,"$39,095",No,"$197,227",Yes,M,z_High School,Manager,11,Private,"$10,710",6,Pickup,yes,$0,0,No,0,$0,10,0,Highly Urban/ Urban
2433,679670661,0,04-Nov-48,51,0,12,"$54,236",No,"$219,127",Yes,M,Bachelors,z_Blue Collar,40,Commercial,"$6,600",1,Pickup,no,$0,0,No,0,$0,14,0,z_Highly Rural/ Rural
